image_name,ground_truth,bbox
3832.jpg,animal,"[1264.197632, 1229.042688, 342.304768, 196.374528]"
3833.jpg,animal,"[1098.784768, 1304.537088, 394.330112, 210.597888]"
3834.jpg,animal,"[1429.516288, 704.080896, 425.936896, 211.9296]"
3835.jpg,animal,"[1357.553664, 700.191744, 344.250368, 221.65094399999998]"
3836.jpg,animal,"[1260.070912, 702.95808, 359.532544, 220.88448]"
3837.jpg,animal,"[1244.747776, 702.1363200000001, 287.848448, 208.04044800000003]"
3838.jpg,animal,"[1110.54848, 711.857664, 313.131008, 211.9296]"
3839.jpg,animal,"[1308.930048, 1205.710848, 334.526464, 211.9296]"
384.jpg,animal,"[1284.006816, 1350.310176, 597.673728, 263.501424]"
3840.jpg,animal,"[0.0, 1084.96896, 120.7764992, 174.933504]"
3841.jpg,animal,"[98.1870592, 1126.87872, 186.5228288, 178.79654399999998]"
3842.jpg,animal,"[207.988736, 1131.611136, 177.67936, 234.49344]"
3843.jpg,animal,"[196.5787136, 1151.866368, 261.451776, 246.523392]"
3844.jpg,animal,"[171.29472, 1151.866368, 286.736384, 246.523392]"
3845.jpg,animal,"[228.31104, 1160.738304, 186.9948928, 237.90336]"
3846.jpg,animal,"[107.9394304, 1172.53632, 394.694656, 268.92902399999997]"
3847.jpg,animal,"[264.179712, 1202.1688319999998, 459.350016, 282.27072]"
3848.jpg,animal,"[789.61664, 1191.54432, 512.794624, 304.851456]"
3849.jpg,animal,"[733.2352, 1085.164032, 167.2630272, 95.2708608]"
385.jpg,animal,"[1312.5784319999998, 1287.18072, 667.046016, 321.467616]"
3850.jpg,animal,"[478.449664, 1116.274176, 213.940224, 202.208256]"
3851.jpg,animal,"[771.647488, 1204.1717760000001, 420.288512, 253.502976]"
3851.jpg,animal,"[1069.705216, 1125.99552, 441.4976, 328.587264]"
3852.jpg,animal,"[1429.628928, 1170.275328, 610.592768, 339.744768]"
3853.jpg,animal,"[835.93216, 1165.774848, 633.131008, 331.749888]"
3854.jpg,animal,"[1112.49408, 1024.891392, 202.2715392, 208.04044800000003]"
3855.jpg,animal,"[995.79904, 1036.5573120000001, 210.051072, 134.15700479999998]"
3856.jpg,animal,"[788.082688, 1162.281984, 261.349376, 309.712896]"
3857.jpg,animal,"[6.24992256, 778.9516799999999, 443.604992, 292.459008]"
3858.jpg,animal,"[47.4042368, 982.9324799999999, 1394.509824, 519.46752]"
3859.jpg,animal,"[1503.422464, 814.9063679999999, 268.398592, 256.64870399999995]"
386.jpg,animal,"[946.865376, 1377.11988, 660.2912640000001, 319.599432]"
3860.jpg,animal,"[1662.906368, 842.12736, 147.8137856, 223.59552000000002]"
3861.jpg,animal,"[1503.422464, 795.4636800000001, 163.3732608, 227.483136]"
3862.jpg,animal,"[1166.952448, 807.1296, 132.2545152, 243.038208]"
3863.jpg,animal,"[1091.100672, 770.1872639999999, 219.774976, 262.48089600000003]"
3864.jpg,animal,"[64.3299328, 659.3080319999999, 638.871552, 431.72966399999996]"
3865.jpg,animal,"[1067.761664, 754.632192, 227.555328, 291.644928]"
3866.jpg,animal,"[966.506496, 754.592256, 325.904384, 295.202304]"
3867.jpg,animal,"[788.000768, 716.441088, 404.092928, 342.638592]"
3868.jpg,animal,"[231.44448, 779.908608, 184.7672832, 219.706368]"
3869.jpg,animal,"[143.9240192, 803.240448, 291.7376, 204.151296]"
387.jpg,animal,"[1098.278912, 935.987712, 308.67456, 178.811904]"
3870.jpg,animal,"[134.1995008, 809.07264, 309.241856, 194.42995200000001]"
3871.jpg,animal,"[145.8690048, 793.519104, 283.957248, 241.09363199999999]"
3872.jpg,animal,"[167.2630272, 795.4636800000001, 190.6020352, 223.59552000000002]"
3873.jpg,animal,"[1470.359552, 857.6808960000001, 311.187456, 381.08313599999997]"
3874.jpg,animal,"[466.78016, 1028.779008, 587.3664, 316.92134400000003]"
3875.jpg,animal,"[1433.40544, 1108.495872, 449.275904, 233.316864]"
3876.jpg,animal,"[387.946496, 993.890304, 395.6224, 334.930944]"
3877.jpg,animal,"[260.61824, 1003.504128, 527.07328, 351.919104]"
3878.jpg,animal,"[185.7933312, 1010.6004479999999, 287.586304, 404.40883199999996]"
3879.jpg,animal,"[204.2165248, 1048.2232319999998, 282.013696, 453.023232]"
388.jpg,animal,"[1735.747584, 1085.661696, 312.252416, 336.92928]"
3880.jpg,animal,"[191.8570496, 1027.651584, 332.343296, 389.962752]"
3881.jpg,animal,"[173.2947968, 1069.596672, 302.759936, 433.19500800000003]"
3882.jpg,animal,"[136.1442816, 1098.774528, 453.167104, 400.52582400000006]"
3883.jpg,animal,"[117.0950144, 1088.6062080000002, 550.612992, 409.88313600000004]"
3884.jpg,animal,"[430.764032, 1225.548288, 537.051136, 279.542784]"
3885.jpg,animal,"[351.051776, 1154.366976, 450.725888, 352.53657599999997]"
3886.jpg,animal,"[817.442816, 1323.646464, 404.297728, 184.667136]"
3887.jpg,animal,"[692.391936, 1054.0554240000001, 241.170432, 381.08313599999997]"
3888.jpg,animal,"[487.038976, 1181.279232, 411.899904, 327.737856]"
3889.jpg,animal,"[535.605248, 1091.102208, 700.956672, 410.368512]"
389.jpg,animal,"[1075.539968, 1017.114624, 367.589376, 196.374528]"
3890.jpg,animal,"[282.898432, 962.539008, 949.30944, 545.7408]"
3891.jpg,animal,"[83.5475456, 931.7406719999999, 967.524352, 577.631232]"
3892.jpg,animal,"[1013.1244800000001, 803.2964400000001, 315.56736, 249.30612]"
3893.jpg,animal,"[623.54304, 721.1862000000001, 558.1459199999999, 304.57728]"
3894.jpg,animal,"[974.79168, 712.23948, 351.68832, 322.95888]"
3895.jpg,animal,"[1185.1852800000001, 888.67368, 565.24224, 164.18916]"
3896.jpg,animal,"[1077.60768, 879.552, 565.24224, 167.83739999999997]"
3897.jpg,animal,"[1032.02304, 640.56636, 344.61504, 200.67588]"
3898.jpg,animal,"[920.4307200000001, 668.1441599999999, 224.496, 216.66636]"
3899.jpg,animal,"[899.2358399999999, 679.66128, 227.61216, 204.88788]"
39.jpg,animal,"[1174.24512, 605.90376, 218.8032, 160.54092]"
390.jpg,animal,"[1032.753152, 987.9490559999999, 233.39008, 149.7114624]"
3900.jpg,animal,"[914.9625599999999, 677.58768, 221.67168, 200.54628]"
3901.jpg,animal,"[1038.43584, 696.23712, 161.98406400000002, 172.1898]"
3902.jpg,animal,"[951.79584, 675.2278799999999, 220.6272, 202.5]"
3903.jpg,animal,"[980.0870399999999, 669.3397199999999, 223.34592, 329.21855999999997]"
3904.jpg,animal,"[972.5472, 706.1806799999999, 222.76224, 320.64119999999997]"
3905.jpg,animal,"[950.5536000000001, 738.98892, 298.76544, 313.83396]"
3906.jpg,animal,"[185.982912, 702.59292, 361.02528, 195.20244]"
3907.jpg,animal,"[880.6828800000001, 751.84956, 255.26975999999996, 288.24336]"
3908.jpg,animal,"[313.61856, 708.06636, 288.09024000000005, 213.44580000000002]"
3909.jpg,animal,"[535.0502399999999, 721.3017600000001, 504.86400000000003, 261.53064]"
391.jpg,animal,"[1074.86208, 1008.5038079999999, 392.884224, 192.36249599999996]"
3910.jpg,animal,"[1069.4688, 693.1278000000001, 846.51072, 338.26356000000004]"
3911.jpg,animal,"[973.67616, 753.67368, 280.79807999999997, 284.59512]"
3912.jpg,animal,"[1412.61824, 692.59776, 469.219328, 253.66271999999998]"
3913.jpg,animal,"[1123.733504, 688.2416639999999, 237.96736, 224.927232]"
3914.jpg,animal,"[1001.65632, 702.649344, 240.078848, 224.899584]"
3915.jpg,animal,"[898.551808, 700.191744, 237.279232, 198.319104]"
3916.jpg,animal,"[807.534592, 713.499648, 208.494592, 172.328448]"
3917.jpg,animal,"[102.10828799999999, 848.31084, 656.4096000000001, 195.20244]"
3918.jpg,animal,"[14.856595200000001, 857.2186800000001, 390.8352, 193.86648]"
3919.jpg,animal,"[654.5875199999999, 777.3904799999999, 844.21632, 270.0]"
392.jpg,animal,"[1137.778688, 1017.114624, 501.788672, 190.54233599999998]"
3920.jpg,animal,"[47.0208, 861.61104, 372.768, 187.1478]"
3921.jpg,animal,"[220.6272, 808.40376, 388.37568, 226.21572]"
3922.jpg,animal,"[1126.0454399999999, 597.13416, 316.26624000000004, 178.53156]"
3923.jpg,animal,"[373.09247999999997, 732.78432, 507.28511999999995, 287.57808]"
3924.jpg,animal,"[894.31296, 616.66056, 309.88224, 277.65828]"
3925.jpg,animal,"[989.7427200000001, 614.6614800000001, 240.73152, 241.54523999999998]"
3926.jpg,animal,"[1307.6390399999998, 503.01756, 299.7504, 201.91032]"
3927.jpg,animal,"[0.0, 391.45248, 405.56928, 655.89912]"
3928.jpg,animal,"[3.067776, 528.34356, 582.78336, 524.79792]"
3929.jpg,animal,"[6.7145088, 590.3701199999999, 311.10144, 462.77135999999996]"
393.jpg,animal,"[1395.95776, 1065.282048, 259.39968, 171.835392]"
3930.jpg,animal,"[215.15712, 859.4845200000001, 490.48512, 182.20463999999998]"
3931.jpg,animal,"[384.7296, 967.11948, 331.8528, 82.09458]"
3932.jpg,animal,"[348.26304, 963.47124, 375.61344, 85.743252]"
3933.jpg,animal,"[924.4454400000001, 832.11948, 751.22496, 220.74336]"
3934.jpg,animal,"[330.06528000000003, 733.34808, 904.97664, 323.30232]"
3935.jpg,animal,"[479.54496, 722.6604, 479.54496, 333.85176]"
3936.jpg,animal,"[572.94144, 689.20092, 449.67552, 370.7316]"
3937.jpg,animal,"[486.83711999999997, 708.06636, 468.6048, 339.32412]"
3938.jpg,animal,"[442.86336, 666.3243600000001, 520.4352, 396.58248]"
3939.jpg,animal,"[94.814784, 746.3772, 716.5804800000001, 304.6626]"
394.jpg,animal,"[1375.608832, 1093.214208, 663.109632, 163.442688]"
3940.jpg,animal,"[1614.282752, 657.417216, 254.783488, 149.7114624]"
3941.jpg,animal,"[1165.006848, 641.8636799999999, 320.91136, 165.26592]"
3942.jpg,animal,"[1223.47584, 312.18804, 521.4816, 273.64824]"
3943.jpg,animal,"[875.088, 415.95552, 398.53824000000003, 305.29224]"
3944.jpg,animal,"[609.00288, 604.0796399999999, 351.90912000000003, 441.48672]"
3945.jpg,animal,"[944.50176, 366.91704, 282.62016, 211.62168]"
3946.jpg,animal,"[105.0257408, 184.951296, 1942.974464, 1304.627712]"
3947.jpg,animal,"[5.834752, 177.174528, 2042.165248, 1320.182784]"
3948.jpg,animal,"[0.24230912, 1045.350912, 258.533376, 459.79699199999993]"
3949.jpg,animal,"[29.17376, 1170.714624, 565.970944, 338.308608]"
395.jpg,animal,"[1540.278272, 1058.6664959999998, 440.895488, 188.058624]"
3950.jpg,animal,"[18.38567424, 1103.4163199999998, 505.37472, 398.63807999999995]"
3951.jpg,animal,"[80.8032256, 1104.0368640000002, 586.756096, 396.95462399999997]"
3952.jpg,animal,"[437.6064, 1131.827712, 597.090304, 375.250944]"
3953.jpg,animal,"[610.705408, 1207.655424, 634.044416, 278.035968]"
3954.jpg,animal,"[836.315136, 1083.220992, 420.102144, 390.80448]"
3955.jpg,animal,"[856.035328, 1090.579968, 408.07424, 376.18022399999995]"
3956.jpg,animal,"[862.744576, 1166.409216, 533.317632, 300.41088]"
3957.jpg,animal,"[255.623168, 1091.610624, 436.676608, 254.34777599999998]"
3958.jpg,animal,"[368.316416, 1088.8012800000001, 436.062208, 244.22092800000001]"
3959.jpg,animal,"[544.022528, 1084.787712, 311.840768, 230.17574399999998]"
396.jpg,animal,"[1291.859968, 1032.548352, 475.004928, 206.59814400000002]"
3960.jpg,animal,"[954.955776, 980.172288, 153.6485376, 161.376768]"
3961.jpg,animal,"[974.403584, 972.39552, 200.3267584, 167.210496]"
3962.jpg,animal,"[1168.896, 974.3385599999999, 171.1527936, 112.7695872]"
3963.jpg,animal,"[1019.138048, 974.3385599999999, 132.2545152, 99.159552]"
3964.jpg,animal,"[1126.109184, 951.008256, 128.3647488, 139.98981120000002]"
3965.jpg,animal,"[108.9155072, 1100.719104, 266.452992, 303.310848]"
3966.jpg,animal,"[105.0257408, 1108.495872, 206.16192, 287.757312]"
3967.jpg,animal,"[97.2460032, 1116.274176, 211.996672, 237.20448000000002]"
3968.jpg,animal,"[1011.357696, 688.5258240000001, 182.8225024, 174.98726399999998]"
3969.jpg,animal,"[949.121024, 711.857664, 180.8775168, 165.26592]"
397.jpg,animal,"[1398.726656, 998.956032, 509.239296, 220.61568]"
3970.jpg,animal,"[621.312, 716.596224, 298.262528, 180.797952]"
3971.jpg,animal,"[853.44256, 701.732352, 225.478656, 190.957056]"
3972.jpg,animal,"[420.102144, 735.1895039999999, 334.526464, 198.319104]"
3973.jpg,animal,"[1515.091968, 1178.491392, 529.01888, 256.64870399999995]"
3974.jpg,animal,"[1474.248704, 1180.435968, 573.751296, 254.704128]"
3975.jpg,animal,"[1515.091968, 1217.376768, 532.908032, 223.59552000000002]"
3976.jpg,animal,"[958.844928, 824.627712, 328.691712, 149.7114624]"
3977.jpg,animal,"[1003.577344, 812.961792, 305.352704, 171.09811200000001]"
3978.jpg,human,"[945.229824, 1041.96864, 171.3229824, 372.185088]"
3978.jpg,human,"[5.90770176, 843.076608, 177.230848, 498.215424]"
3979.jpg,human,"[200.8614912, 821.4159360000001, 303.261696, 616.369152]"
3979.jpg,human,"[1154.660352, 1071.203328, 120.2487296, 343.391232]"
398.jpg,animal,"[1155.700736, 992.735232, 388.503552, 212.05862399999998]"
3980.jpg,human,"[11.242496, 846.6048, 209.999872, 487.90118399999994]"
3981.jpg,human,"[163.4461696, 872.615424, 301.29152, 559.262208]"
3982.jpg,human,"[1282.58048, 1082.5159680000002, 171.8235136, 348.074496]"
3982.jpg,human,"[524.443648, 885.35808, 225.806336, 543.128064]"
3983.jpg,human,"[439.138304, 878.52288, 230.4, 549.414912]"
3984.jpg,human,"[491.606016, 849.020928, 337.05984, 578.7171840000001]"
3984.jpg,human,"[744.722432, 875.3986560000001, 280.36096, 573.3196800000001]"
3985.jpg,human,"[242.214912, 880.492032, 252.061696, 559.262208]"
3986.jpg,human,"[868.429824, 931.693056, 222.523392, 506.09203199999996]"
3986.jpg,human,"[450.953216, 908.061696, 246.153216, 515.937792]"
3986.jpg,human,"[533.661696, 980.923392, 252.061696, 450.95424]"
3987.jpg,human,"[671.50848, 917.907456, 244.185088, 511.999488]"
3987.jpg,human,"[354.461696, 945.47712, 277.661696, 488.36966399999994]"
3987.jpg,human,"[273.723392, 866.7079679999999, 232.370176, 567.1388159999999]"
3988.jpg,human,"[476.553216, 902.15424, 261.90848, 539.569152]"
3988.jpg,human,"[187.0770176, 906.092544, 228.429824, 521.846784]"
3988.jpg,human,"[66.9538304, 825.3542400000001, 185.1076608, 610.4616960000001]"
3989.jpg,human,"[1986.88768, 1034.0183040000002, 60.0420352, 418.113024]"
399.jpg,animal,"[1281.30048, 985.8416639999999, 258.338816, 237.530112]"
3990.jpg,human,"[317.046784, 807.6303359999999, 332.8, 628.184064]"
3990.jpg,human,"[510.664704, 842.262528, 256.053248, 597.671424]"
3991.jpg,human,"[748.30848, 890.337792, 334.770176, 545.4766079999999]"
3992.jpg,human,"[269.867008, 805.50144, 271.998976, 634.6982399999999]"
3992.jpg,human,"[189.0461696, 778.0930559999999, 232.370176, 647.87712]"
3993.jpg,human,"[988.553216, 902.15424, 254.029824, 539.569152]"
3994.jpg,human,"[571.869184, 863.006208, 249.278464, 571.15392]"
3995.jpg,human,"[482.152448, 807.1296, 289.3824, 635.025408]"
3995.jpg,human,"[845.799424, 913.3824, 307.064832, 520.756224]"
3996.jpg,human,"[1303.629824, 1010.462208, 143.7538304, 413.538816]"
3996.jpg,human,"[1039.753216, 876.553728, 285.538304, 557.29152]"
3996.jpg,human,"[1360.863232, 976.843776, 275.857408, 442.2912]"
3997.jpg,human,"[1140.185088, 992.7383040000001, 100.430848, 448.985088]"
3997.jpg,human,"[781.785088, 825.3542400000001, 305.229824, 612.430848]"
3997.jpg,human,"[1157.056512, 950.7456000000001, 174.2964736, 484.075008]"
3998.jpg,human,"[1817.6, 982.892544, 200.8614912, 445.046784]"
3999.jpg,human,"[529.723392, 864.7388159999999, 313.10848, 571.0771199999999]"
4.jpg,animal,"[298.44864, 890.86392, 126.111168, 150.29928]"
40.jpg,animal,"[1166.95104, 602.25552, 224.27328, 169.66260000000003]"
400.jpg,animal,"[1052.09856, 1057.841664, 356.859904, 238.216704]"
4000.jpg,human,"[169.3538304, 770.2149120000001, 269.785088, 657.72288]"
4000.jpg,human,"[990.523392, 890.337792, 263.876608, 543.507456]"
4001.jpg,human,"[750.276608, 919.876608, 259.938304, 517.9069440000001]"
4001.jpg,human,"[13.53402368, 757.111296, 218.052608, 574.514688]"
4002.jpg,human,"[1413.90848, 945.47712, 244.185088, 492.30796799999996]"
4003.jpg,human,"[1120.49152, 878.52288, 242.214912, 559.262208]"
4004.jpg,human,"[1231.859712, 927.484416, 244.365312, 496.244736]"
4005.jpg,human,"[836.923392, 937.600512, 252.061696, 500.184576]"
4005.jpg,human,"[1020.061696, 961.2303360000001, 110.2770176, 362.337792]"
4006.jpg,human,"[1071.261696, 963.199488, 206.770176, 470.64576]"
4006.jpg,human,"[1197.29152, 959.2611840000001, 116.1846784, 458.83084799999995]"
4007.jpg,human,"[1260.30848, 982.892544, 218.585088, 458.83084799999995]"
4008.jpg,human,"[1227.163648, 920.022528, 274.837504, 515.4293759999999]"
4009.jpg,human,"[1035.814912, 872.615424, 250.09152, 561.23136]"
401.jpg,animal,"[1063.870464, 1044.33408, 361.754624, 198.319104]"
4010.jpg,human,"[1337.491456, 661.661184, 710.508544, 772.667904]"
4011.jpg,human,"[1360.738304, 632.369664, 687.261696, 809.353728]"
4012.jpg,human,"[679.385088, 831.2616959999999, 342.646784, 600.6159359999999]"
4013.jpg,human,"[1358.788608, 0.0, 680.505344, 1439.90784]"
4014.jpg,human,"[968.861696, 937.600512, 297.353216, 506.09203199999996]"
4015.jpg,human,"[748.30848, 937.600512, 445.046784, 504.12288]"
4016.jpg,human,"[1508.429824, 1010.462208, 204.8, 427.32287999999994]"
4017.jpg,human,"[541.538304, 904.123392, 309.170176, 533.661696]"
4018.jpg,human,"[1764.429824, 1024.2462719999999, 220.553216, 413.538816]"
4019.jpg,human,"[315.916288, 843.612672, 363.730944, 494.44300799999996]"
4019.jpg,vehicle,"[192.9846784, 1087.2622079999999, 614.4, 348.55372800000004]"
4019.jpg,human,"[1431.629824, 898.2159359999999, 259.938304, 539.569152]"
402.jpg,animal,"[1106.348032, 1031.153664, 372.926464, 207.93599999999998]"
4020.jpg,human,"[1081.659392, 891.492864, 211.406848, 547.198464]"
4021.jpg,human,"[1752.614912, 969.1069439999999, 210.70848, 447.015936]"
4021.jpg,human,"[996.982784, 907.2460800000001, 319.715328, 515.6904959999999]"
4021.jpg,vehicle,"[923.570176, 1144.369152, 492.30848, 297.35424]"
4022.jpg,human,"[1.282424832, 847.9779840000001, 78.1524992, 486.418944]"
4023.jpg,human,"[293.619712, 911.617536, 182.5019904, 522.683904]"
4024.jpg,human,"[1546.326016, 974.8101120000001, 226.82624, 462.959616]"
4025.jpg,human,"[1870.358528, 1006.0830719999999, 166.395904, 430.715904]"
4026.jpg,human,"[929.579008, 853.6903679999999, 281.751552, 587.748864]"
4027.jpg,human,"[421.414912, 793.846272, 315.076608, 643.9388160000001]"
4028.jpg,human,"[708.923392, 811.56864, 261.90848, 624.24576]"
4029.jpg,human,"[48.4651008, 884.777472, 246.339584, 543.507456]"
403.jpg,animal,"[1866.596352, 797.09952, 151.9046656, 94.51023359999999]"
4030.jpg,human,"[913.723392, 850.953216, 212.676608, 584.8611840000001]"
4030.jpg,human,"[1083.076608, 888.36864, 206.770176, 531.692544]"
4031.jpg,human,"[512.0, 805.6611839999999, 285.538304, 628.184064]"
4031.jpg,human,"[829.046784, 872.615424, 277.661696, 557.04576]"
4032.jpg,human,"[959.014912, 880.492032, 265.846784, 551.3840640000001]"
4032.jpg,human,"[669.138944, 839.3333759999999, 289.406976, 597.633024]"
4033.jpg,human,"[1084.352512, 370.215936, 963.549184, 1063.916544]"
4034.jpg,human,"[1055.50848, 919.876608, 315.076608, 508.06118399999997]"
4035.jpg,human,"[1289.846784, 939.569664, 206.770176, 498.215424]"
4036.jpg,human,"[1482.831872, 947.446272, 204.8, 486.40051199999994]"
4037.jpg,human,"[756.185088, 858.8313600000001, 303.261696, 571.0771199999999]"
4038.jpg,human,"[540.85632, 840.3947519999999, 387.917824, 595.080192]"
4039.jpg,human,"[384.0, 791.8771200000001, 309.170176, 641.969664]"
404.jpg,animal,"[1722.314752, 780.347904, 313.479168, 127.1058432]"
4040.jpg,human,"[1259.66336, 929.677824, 266.627072, 505.262592]"
4041.jpg,human,"[1088.985088, 902.15424, 263.876608, 531.692544]"
4042.jpg,human,"[1449.725952, 967.769088, 239.519744, 474.811392]"
4043.jpg,human,"[868.665344, 0.0, 983.928832, 1433.983488]"
4044.jpg,human,"[143.9879168, 4.67284992, 1805.099008, 1432.0143360000002]"
4045.jpg,human,"[13.90927872, 0.0, 996.687872, 1436.888064]"
4046.jpg,human,"[1503.320064, 8.24752128, 544.413696, 1407.654912]"
4047.jpg,human,"[1751.443456, 8.24752128, 296.290304, 940.94592]"
4048.jpg,human,"[1382.393856, 0.0, 652.31872, 1431.04512]"
4049.jpg,human,"[1290.747904, 857.943552, 340.606976, 581.4635519999999]"
4049.jpg,human,"[1232.738304, 955.32288, 226.461696, 470.64576]"
405.jpg,animal,"[1946.376192, 720.500736, 98.1673984, 180.266496]"
4050.jpg,human,"[1472.79872, 887.294976, 271.7696, 543.9636479999999]"
4050.jpg,human,"[1399.056384, 976.0972800000001, 159.4384384, 467.24812800000007]"
4051.jpg,human,"[1549.59872, 995.602944, 165.4315008, 435.65721600000006]"
4051.jpg,human,"[1634.461696, 908.061696, 248.123392, 527.75424]"
4052.jpg,human,"[1216.985088, 880.492032, 281.6, 559.262208]"
4053.jpg,human,"[1386.338304, 837.1691519999999, 244.185088, 598.646784]"
4054.jpg,human,"[1531.695104, 911.233536, 258.899968, 510.265344]"
4055.jpg,human,"[1750.528, 1051.282944, 275.472384, 386.451456]"
4055.jpg,vehicle,"[1687.629824, 1246.769664, 352.49152, 185.107968]"
4056.jpg,vehicle,"[1266.214912, 1209.3542400000001, 429.29152, 224.492544]"
4056.jpg,human,"[1816.727552, 940.697088, 231.063552, 495.96672]"
4056.jpg,human,"[1362.384896, 1017.8734079999999, 296.759296, 415.566336]"
4056.jpg,vehicle,"[1758.523392, 1183.7537280000001, 289.476608, 248.122368]"
4057.jpg,human,"[2005.004288, 1046.08512, 41.107456, 394.76736000000005]"
4058.jpg,human,"[1764.429824, 963.199488, 242.214912, 474.584064]"
4059.jpg,human,"[1494.84544, 934.267392, 252.9792, 510.465024]"
406.jpg,animal,"[1882.380288, 790.121472, 163.674112, 139.07635199999999]"
4060.jpg,human,"[141.7846784, 835.1999999999999, 315.076608, 594.70848]"
4060.jpg,human,"[271.734784, 865.5390719999999, 257.368064, 585.7059840000001]"
4061.jpg,human,"[679.176192, 809.4796799999999, 270.772224, 629.796864]"
4061.jpg,vehicle,"[397.785088, 1083.322368, 718.770176, 356.430336]"
4062.jpg,human,"[518.035456, 782.717952, 293.332992, 650.124288]"
4062.jpg,vehicle,"[194.414592, 1076.2890240000002, 773.163008, 383.58220800000004]"
4063.jpg,vehicle,"[2.39454208, 1045.476864, 754.18624, 384.59136]"
4063.jpg,human,"[301.29152, 750.5233920000001, 311.138304, 691.2]"
4064.jpg,human,"[0.0, 671.574528, 169.8172928, 702.741504]"
4065.jpg,human,"[1825.476608, 506.33779200000004, 61.0461696, 124.0614912]"
4065.jpg,human,"[1201.229824, 453.16915200000005, 183.1385088, 391.87660800000003]"
4066.jpg,human,"[1116.882944, 454.87872, 156.9605632, 377.591808]"
4067.jpg,human,"[771.231744, 317.908992, 205.582336, 539.943936]"
4067.jpg,human,"[965.165056, 383.947776, 186.2109184, 446.16192]"
4068.jpg,human,"[1051.570176, 423.63033600000006, 155.569152, 393.84576000000004]"
4069.jpg,human,"[765.362176, 296.91033600000003, 262.85056, 584.011776]"
407.jpg,animal,"[1390.0288, 767.5806719999999, 269.965312, 146.9140992]"
4070.jpg,human,"[802.777088, 328.41830400000003, 225.435648, 552.5038079999999]"
4070.jpg,human,"[949.170176, 342.892032, 129.969152, 466.707456]"
4071.jpg,human,"[1298.092032, 101.7662976, 335.28832, 904.03584]"
4071.jpg,human,"[802.865152, 219.093504, 338.292736, 692.5363199999999]"
4072.jpg,human,"[874.473472, 197.88748800000002, 403.744768, 748.243968]"
4072.jpg,human,"[1302.493184, 84.2363904, 430.665728, 975.1480320000001]"
4073.jpg,human,"[1040.173056, 172.03967999999998, 356.835328, 784.41984]"
4073.jpg,human,"[1353.484288, 51.60437759999999, 413.999104, 1034.628096]"
4074.jpg,human,"[760.123392, 49.47686399999999, 415.50848, 955.0771199999999]"
4074.jpg,human,"[1126.4, 0.0, 506.09152, 1173.907968]"
4075.jpg,human,"[678.119424, 70.7624448, 540.391424, 899.38176]"
4075.jpg,human,"[1128.370176, 6.15384576, 506.09152, 1215.015936]"
4076.jpg,human,"[732.592128, 68.8676352, 398.718976, 970.7934720000001]"
4076.jpg,human,"[1275.039744, 0.0, 329.316352, 1176.68352]"
4077.jpg,human,"[957.046784, 0.246153216, 543.50848, 1144.123392]"
4077.jpg,human,"[1691.570176, 0.0, 315.076608, 486.64627200000007]"
4078.jpg,human,"[1014.153216, 2.21538816, 795.570176, 1220.9233920000001]"
4079.jpg,human,"[447.002624, 0.0, 1600.976896, 1436.5393920000001]"
408.jpg,animal,"[802.707456, 788.975616, 268.003328, 120.91084799999999]"
4080.jpg,human,"[1377.732608, 4.09987584, 667.111424, 1372.296192]"
4081.jpg,human,"[470.49728, 0.0, 1571.940352, 1428.486144]"
4082.jpg,human,"[674.19136, 0.0, 1355.1104, 928.8161279999999]"
4083.jpg,human,"[0.0, 0.0, 1009.205248, 1413.232128]"
4084.jpg,human,"[0.0, 0.0, 661.252096, 1413.232128]"
4085.jpg,human,"[0.0, 1.68795648, 493.053952, 1418.205696]"
4086.jpg,human,"[195.623936, 0.0, 1736.667136, 1430.71488]"
4087.jpg,human,"[6.36583936, 0.0, 1756.776448, 1425.940992]"
4088.jpg,human,"[22.146048, 1.9692288000000002, 1645.611008, 1424.59392]"
4089.jpg,human,"[1080.27904, 815.14752, 248.502272, 614.54592]"
409.jpg,animal,"[506.368, 842.39616, 279.73632, 88.1186304]"
4090.jpg,human,"[787.654656, 805.1266560000001, 327.196672, 653.302272]"
4091.jpg,human,"[819.499008, 768.1766399999999, 292.132864, 676.211712]"
4092.jpg,human,"[455.542784, 781.2725760000001, 370.845696, 655.18848]"
4093.jpg,human,"[573.243392, 746.585088, 437.83168, 688.425984]"
4094.jpg,human,"[323.18464, 700.816896, 398.462976, 732.6120960000001]"
4095.jpg,human,"[466.70848, 906.092544, 330.829824, 531.692544]"
4096.jpg,human,"[1961.07264, 1047.017472, 86.2087168, 395.38944000000004]"
4097.jpg,human,"[405.786624, 870.687744, 248.649728, 567.783936]"
4098.jpg,human,"[208.738304, 866.7079679999999, 332.8, 569.107968]"
4099.jpg,human,"[1335.138304, 957.2920320000001, 194.9538304, 474.584064]"
41.jpg,animal,"[1690.2566399999998, 655.1604, 229.74336, 138.64824]"
410.jpg,animal,"[297.572352, 834.349056, 210.051072, 104.9923584]"
4100.jpg,human,"[1480.861696, 963.199488, 155.569152, 474.584064]"
4101.jpg,human,"[1600.985088, 965.1686399999999, 192.9846784, 468.676608]"
4102.jpg,human,"[203.1304704, 679.520256, 351.520768, 781.929984]"
4103.jpg,human,"[455.235584, 711.1296, 274.081792, 725.09184]"
4104.jpg,human,"[684.310528, 733.07136, 260.595712, 706.632192]"
